  -6.2831853e+00  -6.1470950e+00
  -6.1850105e+00  -3.2604297e+00
  -6.0868358e+00   3.6814515e+00
  -5.9886610e+00   5.7807787e+00
  -5.8904862e+00   8.2377784e-01
  -5.7923115e+00  -4.8947573e+00
  -5.6941367e+00  -4.8136785e+00
  -5.5959619e+00   5.6499329e-01
  -5.4977871e+00   5.1045123e+00
  -5.3996124e+00   4.1667780e+00
  -5.3014376e+00  -8.9217138e-01
  -5.2032628e+00  -4.8503789e+00
  -5.1050881e+00  -4.0898452e+00
  -5.0069133e+00   3.1802777e-01
  -4.9087385e+00   4.2259114e+00
  -4.8105638e+00   4.3916458e+00
  -4.7123890e+00   1.0074999e+00
  -4.6142142e+00  -2.9731788e+00
  -4.5160394e+00  -4.5145435e+00
  -4.4178647e+00  -2.7364049e+00
  -4.3196899e+00   8.1511235e-01
  -4.2215151e+00   3.6155445e+00
  -4.1233404e+00   3.9663579e+00
  -4.0251656e+00   1.9085194e+00
  -3.9269908e+00  -1.1105318e+00
  -3.8288160e+00  -3.3176374e+00
  -3.7306413e+00  -3.6411440e+00
  -3.6324665e+00  -2.1354740e+00
  -3.5342917e+00   2.6536106e-01
  -3.4361170e+00   2.3658963e+00
  -3.3379422e+00   3.3022916e+00
  -3.2397674e+00   2.8439686e+00
  -3.1415927e+00   1.3518311e+00
  -3.0434179e+00  -4.9203798e-01
  -2.9452431e+00  -2.0082834e+00
  -2.8470683e+00  -2.7572758e+00
  -2.7488936e+00  -2.6280880e+00
  -2.6507188e+00  -1.7934557e+00
  -2.5525440e+00  -5.8762675e-01
  -2.4543693e+00   6.2920774e-01
  -2.3561945e+00   1.5739640e+00
  -2.2580197e+00   2.0916555e+00
  -2.1598449e+00   2.1574131e+00
  -2.0616702e+00   1.8456177e+00
  -1.9634954e+00   1.2854053e+00
  -1.8653206e+00   6.1824010e-01
  -1.7671459e+00  -3.3199424e-02
  -1.6689711e+00  -5.8188332e-01
  -1.5707963e+00  -9.8059467e-01
  -1.4726216e+00  -1.2172185e+00
  -1.3744468e+00  -1.3054034e+00
  -1.2762720e+00  -1.2741205e+00
  -1.1780972e+00  -1.1584506e+00
  -1.0799225e+00  -9.9274486e-01
  -9.8174770e-01  -8.0638922e-01
  -8.8357293e-01  -6.2183892e-01
  -7.8539816e-01  -4.5432832e-01
  -6.8722339e-01  -3.1262776e-01
  -5.8904862e-01  -2.0031053e-01
  -4.9087385e-01  -1.1713832e-01
  -3.9269908e-01  -6.0319388e-02
  -2.9452431e-01  -2.5516356e-02
  -1.9634954e-01  -7.5680167e-03
  -9.8174770e-02  -9.4622182e-04
   0.0000000e+00   0.0000000e+00
   9.8174770e-02   9.4622182e-04
   1.9634954e-01   7.5680167e-03
   2.9452431e-01   2.5516356e-02
   3.9269908e-01   6.0319388e-02
   4.9087385e-01   1.1713832e-01
   5.8904862e-01   2.0031053e-01
   6.8722339e-01   3.1262776e-01
   7.8539816e-01   4.5432832e-01
   8.8357293e-01   6.2183892e-01
   9.8174770e-01   8.0638922e-01
   1.0799225e+00   9.9274486e-01
   1.1780972e+00   1.1584506e+00
   1.2762720e+00   1.2741205e+00
   1.3744468e+00   1.3054034e+00
   1.4726216e+00   1.2172185e+00
   1.5707963e+00   9.8059467e-01
   1.6689711e+00   5.8188332e-01
   1.7671459e+00   3.3199424e-02
   1.8653206e+00  -6.1824010e-01
   1.9634954e+00  -1.2854053e+00
   2.0616702e+00  -1.8456177e+00
   2.1598449e+00  -2.1574131e+00
   2.2580197e+00  -2.0916555e+00
   2.3561945e+00  -1.5739640e+00
   2.4543693e+00  -6.2920774e-01
   2.5525440e+00   5.8762675e-01
   2.6507188e+00   1.7934557e+00
   2.7488936e+00   2.6280880e+00
   2.8470683e+00   2.7572758e+00
   2.9452431e+00   2.0082834e+00
   3.0434179e+00   4.9203798e-01
   3.1415927e+00  -1.3518311e+00
   3.2397674e+00  -2.8439686e+00
   3.3379422e+00  -3.3022916e+00
   3.4361170e+00  -2.3658963e+00
   3.5342917e+00  -2.6536106e-01
   3.6324665e+00   2.1354740e+00
   3.7306413e+00   3.6411440e+00
   3.8288160e+00   3.3176374e+00
   3.9269908e+00   1.1105318e+00
   4.0251656e+00  -1.9085194e+00
   4.1233404e+00  -3.9663579e+00
   4.2215151e+00  -3.6155445e+00
   4.3196899e+00  -8.1511235e-01
   4.4178647e+00   2.7364049e+00
   4.5160394e+00   4.5145435e+00
   4.6142142e+00   2.9731788e+00
   4.7123890e+00  -1.0074999e+00
   4.8105638e+00  -4.3916458e+00
   4.9087385e+00  -4.2259114e+00
   5.0069133e+00  -3.1802777e-01
   5.1050881e+00   4.0898452e+00
   5.2032628e+00   4.8503789e+00
   5.3014376e+00   8.9217138e-01
   5.3996124e+00  -4.1667780e+00
   5.4977871e+00  -5.1045123e+00
   5.5959619e+00  -5.6499329e-01
   5.6941367e+00   4.8136785e+00
   5.7923115e+00   4.8947573e+00
   5.8904862e+00  -8.2377784e-01
   5.9886610e+00  -5.7807787e+00
   6.0868358e+00  -3.6814515e+00
   6.1850105e+00   3.2604297e+00
   6.2831853e+00   6.1470950e+00
